Time
0.0214422
0.0165198
0.0194659
0.0176980
0.0197451
0.0179551
0.0170839
0.0159440
0.0159831
0.0167329
0.0159259
0.0177901
0.0171199
0.0210397
0.0136731
0.0115290
0.0091140
0.0123992
0.0106292
0.0086274
0.0090029
0.0097711
0.0084617
0.0094810
0.0127740
0.0129731
0.0082228
0.0120778
0.0094652
0.0119619
0.0084300
0.0130832
0.0129867
0.0105810
0.0122130
0.0122230
0.0121861
0.0132012
0.0099950
0.0107877
0.0123782
0.0121698
0.0124171
0.0089059
0.0126641
0.0089540
0.0106351
0.0081952
0.0109570
0.0124450
0.0095770
0.0121372
0.0120478
0.0123398
0.0095811
0.0110111
0.0092480
0.0124962
0.0059371
