Time
0.0003760
0.0001204
0.0000799
0.0000722
0.0000672
0.0000641
0.0000656
0.0000665
0.0000648
0.0000641
0.0000629
0.0000725
0.0000653
0.0000679
0.0000653
0.0000644
0.0000641
0.0000646
0.0000644
0.0000637
0.0000632
0.0000725
0.0000679
0.0000641
0.0000627
0.0000629
0.0000625
0.0000639
0.0000639
0.0000696
0.0000629
0.0000679
0.0000613
0.0000615
0.0000603
0.0000601
0.0000598
0.0000603
0.0000596
0.0000598
0.0000589
0.0000663
0.0000615
0.0000603
0.0000598
0.0000610
0.0000632
0.0000608
0.0000610
0.0000598
0.0000598
0.0000670
0.0000627
0.0000637
0.0000622
0.0000596
0.0000603
0.0000603
0.0000596
0.0000601
0.0000596
0.0000665
0.0000739
0.0000620
0.0000606
0.0000598
0.0000598
0.0000608
0.0000603
0.0000582
0.0000570
0.0000637
0.0000589
0.0000584
0.0000577
0.0000579
0.0000572
0.0000572
0.0000570
0.0000570
0.0000625
0.0000639
0.0000591
0.0000582
0.0000579
0.0000567
0.0000567
0.0000575
0.0000572
0.0000567
0.0000558
0.0000627
0.0000596
0.0000579
0.0000579
0.0000572
0.0000570
0.0000570
0.0000591
0.0000572
