Time
0.0038717
0.0020044
0.0019679
0.0020652
0.0020168
0.0019274
0.0026894
0.0018702
0.0016356
0.0016291
0.0016494
0.0015957
0.0016186
0.0016465
0.0016203
0.0055575
0.0016260
0.0016670
0.0016415
0.0016582
0.0016434
0.0054936
0.0054576
0.0016537
0.0016387
0.0016091
0.0016558
0.0016341
0.0016475
0.0016093
0.0016372
0.0015917
0.0016520
0.0016026
0.0016325
0.0016057
0.0016696
0.0016601
0.0016561
0.0016227
0.0016227
0.0016515
0.0016246
0.0016310
0.0016046
0.0016329
0.0016770
0.0017383
0.0048549
0.0016220
0.0015917
0.0016851
0.0017114
0.0032029
0.0018196
0.0016298
0.0015924
0.0016184
0.0016289
0.0015795
0.0016339
0.0016561
0.0016906
0.0016737
0.0051029
0.0054724
0.0015683
0.0016415
0.0016060
0.0016234
0.0016086
0.0016596
0.0016086
0.0016267
0.0016272
0.0016046
0.0015774
0.0015681
0.0016353
0.0015783
0.0054619
0.0015686
0.0016270
0.0016091
0.0016377
0.0016465
0.0016546
0.0016646
0.0016677
0.0041623
0.0017405
0.0016439
0.0016451
0.0016057
0.0016081
0.0016325
0.0016918
0.0016336
0.0016384
0.0016134
