Time
0.0036402
0.0000753
0.0000470
0.0000432
0.0000429
0.0000427
0.0000420
0.0000417
0.0000420
0.0000417
0.0000417
0.0000460
0.0000427
0.0000446
0.0000429
0.0000417
0.0000412
0.0000420
0.0000412
0.0000410
0.0000417
0.0000441
0.0000417
0.0000408
0.0000417
0.0000405
0.0000417
0.0000412
0.0000417
0.0000412
0.0000415
0.0000436
0.0000417
0.0000412
0.0000410
0.0000412
0.0000417
0.0000432
0.0000424
0.0000412
0.0000415
0.0000439
0.0000417
0.0000415
0.0000405
0.0000405
0.0000412
0.0000401
0.0000408
0.0000410
0.0000415
0.0000439
0.0000412
0.0000408
0.0000412
0.0000408
0.0000412
0.0000408
0.0000410
0.0000412
0.0000405
0.0000439
0.0000422
0.0000408
0.0000401
0.0000405
0.0000396
0.0000403
0.0000403
0.0000408
0.0000401
0.0000429
0.0000405
0.0000401
0.0000405
0.0000398
0.0000408
0.0000403
0.0000410
0.0000408
0.0000405
0.0000427
0.0000410
0.0000408
0.0000410
0.0000401
0.0000403
0.0000427
0.0000412
0.0000401
0.0000401
0.0000424
0.0000405
0.0000408
0.0000410
0.0000405
0.0000403
0.0000398
0.0000408
0.0000401
