Time
0.0571020
0.0546515
0.0526571
0.0393929
0.0522568
0.0393133
0.0519252
0.0466270
0.0484748
0.0462215
0.0539830
0.0546322
0.0392714
0.0521910
0.0488122
0.0456140
0.0474451
0.0485489
0.0459492
0.0462132
0.0473936
0.0527751
0.0474095
0.0521533
0.0458753
0.0465081
0.0459001
0.0457978
0.0458331
0.0471303
0.0457306
0.0457280
0.0358810
0.0458491
0.0456722
0.0477407
0.0526116
0.0527771
0.0485070
0.0521715
0.0474043
0.0522261
0.0474558
0.0526805
0.0483716
0.0473247
0.0488107
0.0486274
0.0455806
0.0453992
0.0373318
0.0453789
0.0452271
0.0332077
0.0452523
0.0469964
0.0481749
0.0371666
0.0200675
