Time
0.0255198
0.0185859
0.0188129
0.0162458
0.0174849
0.0162330
0.0203950
0.0163152
0.0162199
0.0163519
0.0162270
0.0225120
0.0162311
0.0162439
0.0162597
0.0187492
0.0182343
0.0163481
0.0162807
0.0164480
0.0162759
0.0162671
0.0163200
0.0162938
0.0163002
0.0164020
0.0163670
0.0163059
0.0202918
0.0162411
0.0162828
0.0217979
0.0165858
0.0163288
0.0163951
0.0163620
0.0162251
0.0185189
0.0163631
0.0162771
0.0175948
0.0162649
0.0162628
0.0194860
0.0162480
0.0162652
0.0178189
0.0162060
0.0163598
0.0186648
0.0163620
0.0163629
0.0190439
0.0162880
0.0260508
0.0164030
0.0162289
0.0162599
0.0160842
