Time
0.2588570
0.0010021
0.0011280
0.0007639
0.0014257
0.0012798
0.0014350
0.0007589
0.0010312
0.0015080
0.0009122
0.0011120
0.0007689
0.0014532
0.0007653
0.0008051
0.0015938
0.0007620
0.0012181
0.0011971
0.0012259
0.0015149
0.0011520
0.0011342
0.0013051
0.0013628
0.0009537
0.0011210
0.0013969
0.0007560
0.0010843
0.0013702
0.0017171
0.0010581
0.0007579
0.0012860
0.0015321
0.0007608
0.0010951
0.0013740
0.0007591
0.0008938
0.0012870
0.0013418
0.0008321
0.0007622
0.0015919
0.0007601
0.0010870
0.0012991
0.0017900
0.0007613
0.0012062
0.0012841
0.0014331
0.0015318
0.0007968
0.0008538
0.0009820
